CASEID,SEX,AGE,RACE,MARITAL,CHILDS,AGEKDBRN,EARNRS,BORN,CLASS,DWELOWN,INCOMECAT,INCOME,RINCOMECAT,RINCOME,EDUC,SPEDU,PAEDU,MAEDUC,DEGREE,SPDEG,PADEG,MADEG,WRKSTAT,SPWRKSTA,HRS1,SPHRS1,WRKSLF,WRKGOVT,TVHOURS,PARTYID,PARTYID3,POLVIEWS,POLVIEWS3,CAPUN,GUNLAW,EQWLTH,HELPPOOR,HELPNOT,HELPSICK,TAX,ODDS1,ODDS2,HOTCORE,EARTHSUN,JOBLOSE,JOBFIND,SATJOB,RICHWORK,JOBINC,JOBSEC,JOBHOURS,JOBPROMO,JOBMEANS,NEWS,HAPPY,HAPMAR,HEALTH,LIFE,UNEMP,UNION,PARSOL,KIDSSOL
57732,1,41,1,5,1,28,1,1,2,,5,"5,500",5,"5,500",12,,,12,1,,,1,1,0,45,,2,2,,5,3,7,3,1,1,7,3,3,3,2,8,8,1,1,,,2,,,,,,,,2,,4,2,1,4,5,
57733,2,36,1,5,0,,1,1,3,,,,,,17,,19,16,3,,4,3,1,0,50,,2,2,,,,3,1,1,1,3,3,3,3,2,2,1,1,1,,,2,1,,,,,,,2,,1,2,2,4,2,
57734,2,36,2,1,3,19,3,1,3,2,22,"100,000",21,"82,500",18,14,10,16,4,2,0,3,1,2,50,20,2,2,3,0,1,6,3,2,1,,,,,1,,,,,4,2,1,1,3,2,5,1,4,1,2,2,3,1,,,,
57735,1,40,1,1,2,24,1,2,2,2,17,"37,500",17,"37,500",9,9,6,6,1,1,0,0,1,7,42,,2,2,2,3,2,3,1,1,1,,,,,1,,,,,4,1,1,1,4,3,5,1,2,5,2,2,2,2,,,,
57736,1,33,2,1,4,24,2,1,2,2,13,"21,250",11,"16,250",10,10,,11,0,0,0,,1,2,40,27,2,2,5,3,2,,,2,,4,3,3,3,,2,2,1,1,4,3,4,,,,,,,5,2,1,,,2,4,3,3
57737,2,32,1,4,3,19,0,1,1,2,7,"7,500",,,13,,12,11,1,,1,,1,0,53,,2,2,3,0,1,5,3,1,1,,,,,2,,,,,4,3,1,1,4,3,5,2,1,4,1,,3,2,,,,
57738,2,47,1,1,4,17,1,2,2,1,15,"27,500",,,12,12,12,6,1,1,1,0,7,2,,40,2,2,2,3,2,5,3,1,1,,,,,1,,,,,,,1,,5,1,4,2,3,2,1,2,1,2,,,,
57739,1,39,1,1,1,25,2,1,2,1,21,"82,500",,,12,13,16,10,1,1,3,0,1,1,24,55,2,2,1,6,3,6,3,1,,7,5,5,5,,2,2,1,1,3,3,2,,,,,,,1,2,2,,,1,4,5,5
57740,1,25,3,5,0,,1,1,2,2,19,"55,000",,,16,,8,7,1,,0,0,1,0,42,,2,2,4,1,1,2,1,1,,5,3,2,3,,2,1,1,1,4,2,2,,,,,,,2,2,,,,2,4,1,1
57741,2,20,1,5,0,,3,1,3,1,,,,,15,,8,12,1,,0,0,6,0,,,2,2,1,1,1,4,2,1,,2,4,3,1,,1,1,1,8,,,,,5,4,3,2,1,4,1,,,,2,4,1,1
57742,2,32,3,1,4,22,2,1,2,,22,"100,000",20,"67,500",14,12,8,8,1,1,0,0,1,3,50,,2,2,,1,1,4,2,1,1,4,3,3,4,2,,,,,,,1,1,,,,,,,1,1,1,1,2,4,1,1
57743,1,32,1,5,0,,1,1,2,2,18,"45,000",18,"45,000",12,,9,6,1,,0,0,1,0,50,,2,2,2,2,2,2,1,2,,5,4,3,2,,2,2,1,1,3,1,1,,,,,,,5,2,,,,2,4,1,
57744,2,46,3,1,0,,1,2,2,2,15,"27,500",,,12,12,8,6,1,1,0,0,7,1,,40,,,4,3,2,4,2,1,,1,1,1,4,,2,2,1,2,,,2,,,,,,,1,2,2,,,2,4,2,
57745,1,57,1,3,0,,1,2,2,2,15,"27,500",15,"27,500",12,,,3,1,,,0,1,0,40,,2,2,2,1,1,4,2,2,1,,,,,2,,,,,3,3,2,2,2,1,5,3,4,3,2,,2,1,,,,
57746,1,60,1,1,1,52,1,2,2,,18,"45,000",18,"45,000",12,9,,12,1,0,,1,1,7,50,,2,2,,3,2,4,2,2,2,6,1,4,3,1,,,,,,,2,1,,,,,,,1,2,2,2,2,4,1,1
57747,2,59,1,5,0,,1,2,2,2,16,"32,500",16,"32,500",9,,6,6,0,,0,0,1,0,42,,1,2,4,3,2,5,3,1,,1,2,4,2,,2,2,1,1,4,1,1,,,,,,,1,2,,,,2,4,1,
57748,2,47,1,1,3,29,3,1,3,,24,"140,000",11,"16,250",20,14,18,16,4,1,4,3,2,1,24,45,1,2,,5,3,5,3,1,1,7,4,4,4,1,,,,,,,1,1,,,,,,,2,2,2,1,2,4,3,2
57749,2,57,1,5,1,17,1,1,2,2,19,"55,000",19,"55,000",14,,12,,2,,1,,1,0,55,,2,2,3,6,3,6,3,1,,4,3,3,3,,2,1,1,1,3,3,2,,4,2,5,3,1,5,2,,,,1,4,1,2
57750,2,67,1,3,2,25,0,1,3,1,,,,,20,,16,18,4,,3,4,4,0,,,1,2,2,5,3,6,3,1,1,,,,,1,,,,,,,,1,4,2,5,3,1,1,2,,2,1,,,,
57751,1,65,1,3,3,34,1,1,3,,25,"175,000",25,"175,000",18,,14,,4,,1,,1,0,60,,2,2,,1,1,2,1,2,1,1,3,1,1,1,,,,,,,1,1,,,,,,,1,,2,1,1,4,1,1
57752,2,61,1,1,2,25,2,1,2,,16,"32,500",1,500,16,16,11,10,3,3,,0,2,1,8,40,1,2,,5,3,6,3,2,1,5,4,4,2,2,2,1,1,1,,,2,2,,,,,,,2,1,4,2,2,4,4,1
57753,2,36,1,1,4,19,0,1,1,1,14,"23,750",,,12,10,,12,1,0,0,1,7,8,,,2,2,0,4,2,6,3,1,,7,4,5,4,,2,1,1,2,,,1,,,,,,,3,2,1,,,2,4,4,2
57754,2,37,1,5,0,,0,1,2,,1,500,,,12,,,12,1,,,1,7,0,,,2,1,2,7,,5,3,2,,7,5,5,5,,2,2,8,1,,,2,,,,,,,1,2,,,,1,4,4,
57755,1,80,1,1,1,19,1,1,2,1,21,"82,500",,,14,14,3,,1,2,0,,5,1,,45,2,2,5,6,3,4,2,2,1,,,,,2,,,,,,,,,2,4,5,1,3,1,1,1,2,1,,,,
57756,2,26,1,5,0,,0,1,2,,24,"140,000",14,"23,750",14,,,13,1,,,1,1,0,40,,2,2,,3,2,4,2,1,2,3,5,5,5,1,2,1,1,1,,,2,1,,,,,,,1,,2,1,1,4,2,
57757,2,33,1,5,0,,2,1,3,,24,"140,000",19,"55,000",16,,,16,3,,,3,1,0,40,,2,2,,6,3,6,3,1,1,7,3,5,4,1,8,1,1,1,,,1,2,,,,,,,2,,1,2,2,4,2,
57758,1,27,1,1,0,,2,1,2,1,23,"120,000",21,"82,500",16,14,10,14,3,2,0,2,1,1,50,40,2,2,1,6,3,6,3,1,,5,4,5,4,,2,1,1,1,4,1,2,,,,,,,2,2,1,,,1,4,4,5
57759,2,34,1,5,0,,1,1,3,2,20,"67,500",20,"67,500",16,,16,16,3,,3,3,1,0,50,,2,1,4,3,2,4,2,1,1,,,,,2,,,,,4,2,2,1,4,2,5,3,1,1,2,,3,1,,,,
57760,2,50,1,1,1,21,1,1,2,1,19,"55,000",,,14,13,13,11,2,1,1,0,7,1,,56,2,2,4,3,2,5,3,2,,6,3,4,5,,1,2,1,2,,,4,,3,5,4,1,2,1,2,1,,,2,4,3,3
57761,2,58,1,1,0,,0,1,3,1,24,"140,000",,,16,15,12,8,2,1,1,0,7,5,,,2,2,3,4,2,6,3,1,,6,5,5,4,,2,1,1,1,,,1,,4,5,3,2,1,3,2,2,,,2,4,2,4
57762,1,39,2,5,0,,1,1,2,,20,"67,500",20,"67,500",20,,12,,4,,1,,1,0,40,,2,1,,0,1,2,1,2,1,3,2,2,1,1,2,1,1,2,,,1,1,,,,,,,2,,1,1,2,4,1,2
57763,2,70,2,2,3,15,1,1,4,,9,"11,250",,,12,,,,1,,,0,5,0,,,2,2,,0,1,4,2,2,1,3,3,3,1,1,2,1,1,1,,,,,,,,,,,3,,3,2,1,4,1,1
57764,2,24,2,5,5,16,1,1,2,2,12,"18,750",9,"11,250",13,,,11,1,,,0,1,0,89,,2,2,2,1,1,5,3,2,,2,3,5,2,,2,2,2,1,1,3,2,,,,,,,5,1,,,,2,4,2,1
57765,2,40,2,5,4,18,1,1,2,,14,"23,750",14,"23,750",14,,,,1,,0,,1,0,40,,2,1,,1,1,4,2,1,1,1,1,5,1,2,,,,,,,1,1,,,,,,,3,,2,1,2,4,2,1
57766,1,48,1,3,2,34,1,1,2,1,20,"67,500",20,"67,500",14,,,16,2,,,3,1,0,60,,2,2,1,6,3,4,2,1,2,,,,,1,,,,,4,1,1,2,4,5,3,2,1,5,2,,2,1,,,,
57767,1,58,1,2,1,22,1,1,2,2,3,"3,500",3,"3,500",7,,,8,0,,,0,1,0,25,,2,2,2,2,2,4,2,1,,3,5,1,3,,8,1,1,1,,3,2,,1,3,2,5,4,5,2,,,,1,4,2,2
57768,1,57,1,2,3,29,1,1,2,1,18,"45,000",18,"45,000",12,,,,1,,,0,1,0,40,,2,2,2,2,2,5,3,1,1,,,,,2,,,,,3,3,2,2,2,3,5,1,4,4,2,,2,1,,,,
57769,1,76,1,3,3,21,0,1,2,1,17,"37,500",,,10,,4,4,0,,0,0,5,0,,,2,2,3,6,3,6,3,1,,7,3,5,,,2,1,1,1,,,,,,,,,,3,2,,,,2,4,1,1
57770,1,53,1,1,2,28,3,1,2,,22,"100,000",19,"55,000",11,12,,12,1,1,,1,1,1,50,40,2,1,,6,3,5,3,1,2,7,3,5,3,2,2,1,1,1,,,1,2,,,,,,,1,1,2,2,2,4,4,1
57771,2,30,1,1,0,,2,1,2,1,18,"45,000",2,"2,000",15,12,,12,2,1,,1,2,1,35,60,2,2,3,5,3,5,3,1,2,,,,,1,,,,,4,2,2,1,3,4,5,1,2,2,2,1,2,2,,,,
57772,2,64,1,1,2,30,,2,2,,,,,,2,0,,2,0,0,,0,2,2,20,,2,2,,2,2,4,2,2,2,6,5,5,1,2,1,1,1,2,,,4,1,,,,,,,2,2,3,1,1,4,2,2
57773,2,59,1,1,4,18,3,1,2,2,18,"45,000",,,10,10,,,1,1,,,2,1,20,40,1,2,2,7,,7,3,2,,,,,,1,,,,,4,3,4,2,1,2,3,4,5,5,3,2,3,2,,,,
57774,2,88,1,2,3,27,1,1,3,,,,,,12,,8,9,1,,0,1,8,0,,,2,2,,5,3,6,3,1,2,7,4,4,3,1,2,1,1,1,,,,,,,,,,,3,,3,2,2,4,2,4
57775,1,61,2,1,1,23,2,1,3,1,23,"120,000",21,"82,500",16,12,6,12,3,1,0,1,1,1,40,50,2,1,3,0,1,4,2,2,1,,,,,1,,,,,3,2,2,2,1,2,3,5,4,2,2,1,2,1,,,,
57776,1,50,3,1,2,30,2,2,2,1,14,"23,750",8,"9,000",16,17,,5,3,4,,0,2,2,25,27,2,2,1,2,2,5,3,2,,3,3,1,3,,2,2,1,1,3,2,2,,,,,,,1,1,1,,,2,4,2,1
57777,1,76,3,5,0,,0,2,3,1,15,"27,500",,,19,,14,12,4,,1,1,5,0,,,2,2,1,2,2,4,2,2,,4,3,3,5,,2,1,1,1,,,,,,,,,,1,2,,,,2,4,2,
57778,2,27,1,5,0,,2,2,2,2,,,,,6,,,0,0,,,0,7,0,,,,,3,3,2,,,1,1,,,,,1,,,,,,,4,,4,3,5,2,1,5,3,,3,2,,,,
57779,2,27,2,5,2,19,1,1,2,2,8,"9,000",8,"9,000",12,,,10,1,,,1,2,0,21,,1,2,24,0,1,1,1,1,1,,,,,1,,,,,4,1,1,1,1,2,3,5,4,5,2,,1,1,,,,
57780,1,21,2,5,0,,2,1,2,1,16,"32,500",9,"11,250",12,,,12,1,,,1,1,0,35,,2,2,3,0,1,4,2,1,1,,,,,2,,,,,4,3,2,1,1,2,5,3,4,5,2,,2,2,,,,
57781,2,29,2,5,0,,2,1,3,1,22,"100,000",19,"55,000",16,,16,16,3,,4,3,1,0,24,,2,2,5,0,1,3,1,1,,4,3,3,1,,2,1,1,1,4,2,2,,1,5,2,3,4,3,1,,,,2,4,2,1
57782,2,59,2,1,7,17,1,1,4,2,20,"67,500",,,8,13,,8,0,1,,0,7,1,,60,2,2,2,7,,5,3,1,1,,,,,2,,,,,,,1,,2,3,5,4,1,3,2,1,4,1,,,,
57783,1,32,2,4,2,23,1,1,1,,12,"18,750",3,"3,500",13,,,18,1,,,4,1,0,60,,1,,,0,1,3,1,2,2,2,3,2,3,2,,,,,,,2,1,,,,,,,2,,3,1,1,4,1,1
57784,1,37,3,1,2,24,1,2,2,,15,"27,500",15,"27,500",6,,,3,0,0,,0,1,7,40,,2,2,,3,2,4,2,2,1,1,3,3,2,2,2,2,1,1,,,1,1,,,,,,,2,2,2,2,2,4,4,2
57785,1,37,1,5,2,25,1,2,2,2,14,"23,750",14,"23,750",15,,12,14,2,,1,1,1,0,36,,2,2,1,1,1,4,2,2,1,,,,,2,,,,,2,2,2,1,1,2,5,3,4,4,1,,2,1,,,,
57786,1,40,1,5,0,,1,2,2,2,15,"27,500",,,18,,12,11,3,,1,0,1,0,40,,2,2,2,0,1,6,3,2,1,,,,,1,,,,,2,3,3,1,2,3,5,1,4,4,2,,4,2,,,,
57787,2,51,1,5,0,,1,1,2,1,15,"27,500",,,14,,12,11,2,,1,,1,0,50,,2,2,1,5,3,5,3,1,,7,5,5,5,,2,2,1,1,3,2,1,,2,4,5,3,1,5,1,,,,1,4,1,
57788,2,26,1,1,1,20,2,2,2,,20,"67,500",,,12,9,12,5,1,0,,0,7,2,,20,2,2,,1,1,4,2,2,1,1,,,4,1,2,1,9,1,,,1,,,,,,,,1,1,1,2,2,4,1,1
57789,1,71,1,1,0,,1,2,3,1,25,"175,000",20,"67,500",18,12,,12,3,1,,1,5,5,,,2,2,3,5,3,6,3,1,1,,,,,2,,,,,,,,,3,5,1,4,2,2,3,1,2,2,,,,
57790,2,53,2,3,3,20,1,1,2,,20,"67,500",19,"55,000",16,,,,3,,,0,1,0,40,,2,1,,0,1,4,2,2,2,4,4,4,3,1,2,2,2,2,,,1,1,,,,,,,3,,1,1,2,4,1,1
57791,1,45,1,1,2,33,2,1,2,2,19,"55,000",16,"32,500",14,16,14,16,1,3,1,3,1,1,40,40,2,2,1,3,2,4,2,1,,6,5,5,4,,2,1,1,1,3,3,2,,,,,,,5,2,2,,,1,4,3,2
57792,1,53,1,1,2,30,2,1,3,,24,"140,000",24,"140,000",16,13,12,,3,1,1,,1,7,50,,2,2,,5,3,5,3,1,1,5,4,4,5,1,,,,,,,1,1,,,,,,,1,1,2,2,2,4,1,4
57793,2,22,2,5,0,,3,1,2,1,,,3,"3,500",14,,16,12,1,,3,1,2,0,17,,2,2,5,1,1,4,2,2,,3,3,3,3,,2,1,2,1,3,2,2,,,,,,,5,3,,,,1,4,1,1
57794,2,58,2,3,2,32,1,1,3,,23,"120,000",23,"120,000",20,,9,14,4,,1,1,1,0,40,,2,2,,0,1,3,1,2,1,3,3,3,2,2,,,,,,,1,2,,,,,,,2,,1,1,2,4,2,2
57795,1,50,1,1,1,27,2,1,3,1,25,"175,000",24,"140,000",16,13,10,12,3,1,0,1,1,1,40,40,2,2,3,6,3,6,3,1,,6,4,5,4,,2,1,1,1,4,2,1,,,,,,,1,1,1,,,2,4,2,4
57796,2,52,1,3,1,38,2,1,3,,20,"67,500",,,10,,14,14,0,,2,2,5,0,,,2,2,,5,3,6,3,1,1,1,3,3,3,1,2,1,1,8,,,,,,,,,,,3,,3,2,2,4,3,2
57797,2,48,1,1,4,21,3,1,3,,21,"82,500",16,"32,500",12,16,15,12,1,3,1,1,1,1,48,56,2,2,,6,3,6,3,2,1,4,1,5,5,1,2,1,1,1,,,1,1,,,,,,,1,1,3,1,2,4,2,2
57798,2,62,1,1,2,26,2,1,2,,18,"45,000",,,12,11,2,0,1,1,0,0,1,1,36,40,2,2,,3,2,5,3,1,1,1,1,1,1,1,,,,,,,2,1,,,,,,,1,1,2,2,2,4,1,4
57799,2,26,1,5,2,19,1,1,3,1,20,"67,500",17,"37,500",12,,16,12,1,,3,1,1,0,40,,2,2,1,5,3,4,2,1,1,,,,,1,,,,,4,1,1,1,1,3,5,2,4,1,1,,1,1,,,,
57800,2,59,1,3,4,20,3,1,2,,,,2,"2,000",12,,12,12,1,,1,1,4,0,,,2,2,2,2,2,4,2,2,,4,3,2,,,2,1,1,1,,,1,,,,,,,4,2,,,,1,4,2,2
57801,2,64,1,1,1,21,1,1,2,1,21,"82,500",,,12,13,5,12,1,1,0,1,5,1,,70,2,2,12,5,3,5,3,1,,6,2,4,4,,2,1,1,2,,,,,2,1,3,5,4,5,2,1,,,2,4,1,3
57802,2,38,2,1,3,26,2,1,2,2,20,"67,500",19,"55,000",18,12,16,14,3,1,3,2,1,4,35,,2,1,3,0,1,3,1,2,1,,,,,2,,,,,3,2,2,2,3,5,4,1,2,5,2,2,2,2,,,,
57803,2,52,2,3,4,14,4,1,1,2,11,"16,250",4,"4,500",8,,9,16,0,,0,1,7,0,,,1,2,8,0,1,5,3,1,2,,,,,1,,,,,,,,,1,4,5,2,3,3,3,,4,3,,,,
57804,2,28,2,5,0,,,1,3,2,,,,,12,,,,1,,,,7,0,,,2,2,,6,3,5,3,1,1,,,,,2,,,,,,,1,,1,3,5,2,4,4,2,,2,2,,,,
57805,2,73,2,3,2,29,0,1,2,,20,"67,500",20,"67,500",19,,14,11,4,,1,0,5,0,,,2,1,,1,1,4,2,,1,4,3,3,3,1,,,,,,,,,,,,,,,2,,1,1,2,4,1,2
57806,1,29,1,1,0,,1,1,3,,8,"9,000",,,12,15,12,13,1,2,1,1,2,6,20,,2,2,,3,2,4,2,2,2,2,3,3,1,1,1,2,1,2,,,1,1,,,,,,,1,1,2,1,2,4,5,1
57807,2,32,2,4,2,22,1,1,2,1,16,"32,500",16,"32,500",14,,,18,2,,,4,1,0,40,,2,1,2,0,1,4,2,1,1,,,,,1,,,,,4,2,1,1,1,4,5,2,3,3,1,,2,1,,,,
57808,2,79,2,2,5,18,0,1,3,1,2,"2,000",,,11,,,,0,,,,5,0,,,2,2,2,0,1,,,2,,1,1,1,1,,1,2,1,1,,,,,1,5,4,3,2,3,1,,,,2,4,2,2
57809,2,48,1,1,2,29,2,2,2,1,22,"100,000",20,"67,500",20,12,2,0,3,1,0,0,1,1,48,40,2,2,3,4,2,3,1,1,1,,,,,1,,,,,4,1,1,1,4,3,5,1,2,5,1,1,1,1,,,,
57810,1,53,1,1,1,32,2,2,2,,12,"18,750",10,"13,750",12,15,12,9,1,1,1,0,1,1,40,40,2,2,,2,2,4,2,2,1,1,5,5,1,2,2,2,1,1,,,2,1,,,,,,,1,2,2,1,1,4,1,1
57811,1,45,1,1,2,33,2,2,2,1,11,"16,250",11,"16,250",11,15,,0,0,2,,0,1,7,40,,1,2,1,3,2,4,2,1,1,,,,,1,,,,,4,1,1,1,4,5,1,3,2,5,1,1,2,1,,,,
57812,2,43,1,4,3,29,2,1,1,1,10,"13,750",,,14,,,14,1,,,2,2,0,27,,2,1,1,1,1,4,2,,,5,3,3,1,,2,2,2,1,4,2,3,,3,4,5,1,2,3,2,,,,2,4,4,1
57813,2,32,1,1,1,30,2,1,3,,21,"82,500",13,"21,250",20,16,,16,4,3,,3,3,1,,40,2,1,,6,3,5,3,1,1,5,3,3,3,2,,,,,,,1,1,,,,,,,1,1,1,1,1,2,2,2
